state,year,p_101,p_102,p_104,p_106,p_110,p_112,p_114,p_118,p_120,p_122,p_124,p_128,p_130,p_136,p_138,p_140,p_142,p_146,p_154,p_157,p_159,p_160,p_161,p_163,p_165,p_199,p_201,p_202,p_206,p_216,p_217,p_223,p_224,p_226,p_227,p_228,p_297,p_309,p_311,p_313,p_314,p_315,p_316,p_317,p_319,p_324,p_325,p_326,p_327,p_328,p_329,p_330,p_332,p_333,p_336,p_338,p_340,p_342,p_344,p_345,p_348,p_350,p_351,p_353,p_355,p_356,p_359,p_360,p_362,p_366,p_367,p_368,p_372,p_373,p_374,p_376,p_378,p_379,p_380,p_381,p_382,p_383,p_384,p_386,p_388,p_390,p_391,p_393,p_394,p_395,p_396,p_400,p_402,p_410,p_412,p_420,p_422,p_428,p_430,p_436,p_441,p_442,p_443,p_447,p_449,p_460,p_462,p_464,p_466,p_468,p_472,p_484,p_490,p_500,p_511,p_512,p_516,p_520,p_521,p_522,p_527,p_528,p_533,p_548,p_550,p_554,p_558,p_560,p_561,p_568,p_570,p_572,p_574,p_575,p_576,p_578,p_580,p_582,p_584,p_585,p_587,p_590,p_591,p_592,p_595,p_600,p_601,p_603,p_605,p_606,p_607,p_608,p_610,p_612,p_614,p_620,p_629,p_632,p_633,p_634,p_635,p_636,p_638,p_642,p_643,p_644,p_645,p_646,p_647,p_649,p_650,p_654,p_655,p_656,p_657,p_658,p_659,p_660,p_666,p_670,p_672,p_710,p_713,p_717,p_734,p_747,p_755,p_756,p_770,p_775,p_798,p_800,p_801,p_805,p_808,p_809,p_810,p_812,p_815,p_817,p_821,p_823,p_911,p_912,p_913
Connecticut,2026,0.0,4693.689297948229,0.0,7826.210058687386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.220829056063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2901.4624944873467,0.0,0.0,0.0,253741.9475119221,-548857.7092613056,-31581.754727180756,0.0,0.0,0.0,0.0,63331.26325260324,0.0,344.58756753983334,-51073.48061645506,-19849.48055402891,0.0,0.0,0.0,-79706.7620838564,0.0,37886.55367766367,232.14253649539341,0.0,-7601.830972548526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.9561015396857,0.0,174969.01882134425,0.0,-356090.95881228894,0.0,-163878.84192929626,0.0,0.0,0.0,0.0,0.0,-35676.914758864834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6413.360444310281,798.7163865229904,0.0,26012.435290507565,14328.051174050284,13304.841212015046,32477.685103922384,35866.65382905444,0.0,1777.4603307178368,0.0,0.0,0.0,0.0,8811.617584440231,-10131.25753415026,1579.0324642814048,0.0,12955.44203290253,0.0,-79878.77058574892,-39886.39767624104,0.0,0.0,0.0,0.0,-19764.28215342562,54565.96727943397,0.0,0.0,0.0,5281.554485346074,29177.258097184007,31142.490379592404,0.0,568.6303676364041,0.0,0.0,1417.7201100313778,0.0,7476.265687763123,0.0,0.0,0.0,0.0,848.2779931192581,-122528.099228685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9098.098934159818,0.0,0.0,0.0,-27100.285327662205,-5422.304089935631,15213.442422421038,0.0,0.0,0.0,44571.6112799992,0.0,0.0,0.0,6164.559291304475,0.0,0.0,0.0,0.0,20611.78819567681,1871.2354867046815,0.0,-117072.8557445741,-43583.1026302551,0.0,0.0,0.0,0.0,0.0,-229193.81089551363,0.0,-330248.7661214664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6378.218363821667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connecticut,2027,0.0,5467.6487034609745,0.0,9116.70214283264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3393.5923487408363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3379.8951398549398,0.0,0.0,0.0,295582.37502718624,-972766.7173169394,-57942.88147281521,0.0,0.0,0.0,0.0,73774.18432085158,0.0,401.40785793204077,-87689.46102995911,-36943.33654882608,0.0,0.0,0.0,-136850.7280728516,0.0,44133.8045500443,270.421359002612,0.0,-13051.792295684312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.9595012616564,0.0,203820.29320145957,0.0,-611382.3432239441,0.0,-302277.2625700744,0.0,0.0,0.0,0.0,0.0,-65594.04166432229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.882645233782,930.4196204709297,0.0,30301.71983309131,16690.655357005395,15498.724603357958,37833.04807318625,41780.83610937721,0.0,2070.552193761734,0.0,0.0,0.0,0.0,10264.59707974689,-18285.59022416849,1839.4048387107869,0.0,15091.711729817296,0.0,-140340.43344919942,-70721.39082898242,0.0,0.0,0.0,0.0,-34656.69807821228,63563.54699040449,0.0,0.0,0.0,6152.449107929722,33988.40171959199,36277.68826133368,0.0,662.3938857041085,0.0,0.0,1651.493106898255,0.0,8709.05417883044,0.0,0.0,0.0,0.0,988.1536196442466,-210832.92396922602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10598.317375430837,0.0,0.0,0.0,-47142.09318888913,-10784.859988677013,17722.04197079898,0.0,0.0,0.0,51921.18548042467,0.0,0.0,0.0,7181.055770189807,0.0,0.0,0.0,0.0,24010.540504538396,2179.7902744059866,0.0,-207629.30873561505,-93114.32664251671,0.0,0.0,0.0,0.0,0.0,-426518.1616528289,0.0,-626802.1347493252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7429.945859983753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connecticut,2028,0.0,5417.715838589189,0.0,9033.444589016814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3362.600637793439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3349.0285175731624,0.0,0.0,0.0,292882.9926068466,-1316140.5163109903,-79763.29363118357,0.0,0.0,0.0,0.0,73100.44747773872,0.0,397.74203274544607,-116677.11219064984,-51208.22211522868,0.0,0.0,0.0,-182089.7011474728,0.0,43730.75610666495,267.95175755053424,0.0,-17366.345009833476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0237980537859,0.0,201958.92066080705,0.0,-813488.0225498378,0.0,-417190.06620004144,0.0,0.0,0.0,0.0,0.0,-90388.19886400865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7402.655406464517,921.9226376355764,0.0,30024.991798085917,16538.229280685686,15357.183739400352,37487.540784846584,41399.27596225962,0.0,2051.643041307292,0.0,0.0,0.0,0.0,10170.85646714647,-24968.959835477366,1822.6066210056633,0.0,14953.887878403475,0.0,-189022.8583532359,-95705.12367936561,0.0,0.0,0.0,0.0,-46631.393972810234,62983.0579767935,0.0,0.0,0.0,6096.262358085631,33678.00535685604,35946.3851721891,0.0,656.3446264739341,0.0,0.0,1636.410978068132,0.0,8629.519437471274,0.0,0.0,0.0,0.0,979.1293856748907,-280858.82500460965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10501.529088897238,0.0,0.0,0.0,-63165.26176728386,-15407.478649280223,17560.196838645585,0.0,0.0,0.0,51447.01940297772,0.0,0.0,0.0,7115.475352197202,0.0,0.0,0.0,0.0,23791.266162031185,2159.883513909128,0.0,-281013.8045945796,-137002.89299737487,0.0,0.0,0.0,0.0,0.0,-591175.1145691681,0.0,-876864.191238543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7362.092473134573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connecticut,2029,0.0,6940.668217178776,0.0,11572.799980399417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4307.847821689287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4290.460497167467,0.0,0.0,0.0,375214.1564272046,-1513900.1875982466,-91258.74291694966,0.0,0.0,0.0,0.0,93649.4211926792,0.0,509.5497009365622,-134912.45164261316,-58464.25183081919,0.0,0.0,0.0,-210548.3032570716,0.0,56023.73362973664,343.27460183893254,0.0,-20080.512256077687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1103.0627458937897,0.0,258730.78315071203,0.0,-940627.1842310393,0.0,-476935.33474924014,0.0,0.0,0.0,0.0,0.0,-103382.37675756267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9483.5861889269,1181.0806141137818,0.0,38465.19686575059,21187.224608436052,19674.180090107344,48025.51307920442,53036.860449346364,0.0,2628.372191167873,0.0,0.0,0.0,0.0,13029.945151459498,-28638.808229605864,2334.952261011862,0.0,19157.51534652608,0.0,-217731.36131500494,-110078.34693300229,0.0,0.0,0.0,0.0,-53730.71087196344,80687.97289192898,0.0,0.0,0.0,7809.958228330892,43145.094420304,46051.129391099385,0.0,840.8470329942566,0.0,0.0,2096.415907386825,0.0,11055.329048926316,0.0,0.0,0.0,0.0,1254.3685217401799,-324633.6165052651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13453.571828172484,0.0,0.0,0.0,-72877.34437288,-17430.507637633582,22496.473369324754,0.0,0.0,0.0,65909.08476510522,0.0,0.0,0.0,9115.67810097152,0.0,0.0,0.0,0.0,30479.133608500793,2767.0397090633123,0.0,-323204.48040687264,-153642.7963002071,0.0,0.0,0.0,0.0,0.0,-674954.4811943125,0.0,-998304.5161935205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9431.620772034148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connecticut,2030,0.0,7489.929730768454,0.0,12488.633072373472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4648.756642110737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4629.993342267047,0.0,0.0,0.0,404907.36305094,-925830.0577538002,-53568.32540778651,0.0,0.0,0.0,0.0,101060.52646692004,0.0,549.8737779890957,-85727.89065066425,-33747.0941992883,0.0,0.0,0.0,-133789.44418058402,0.0,60457.26650691003,370.44021781179754,0.0,-12759.830081944894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.3554811803506,0.0,279205.88109789137,0.0,-597706.0190590341,0.0,-278209.2899264799,0.0,0.0,0.0,0.0,0.0,-60535.11339254638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10234.085815388738,1274.5474253026441,0.0,41509.20525080996,22863.91144795259,21231.12959364103,51826.09325093997,57234.02206763998,0.0,2836.3728681667635,0.0,0.0,0.0,0.0,14061.091890064214,-17139.121125469126,2519.7326557681954,0.0,20673.57771207852,0.0,-134557.15232205339,-67285.9239674576,0.0,0.0,0.0,0.0,-33283.14602232501,87073.35204164998,0.0,0.0,0.0,8428.012476616073,46559.45441040001,49695.46337169001,0.0,907.3888845261763,0.0,0.0,2262.3193245181537,0.0,11930.21120387732,0.0,0.0,0.0,0.0,1353.6350954030731,-205735.0774579338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14518.242980042269,0.0,0.0,0.0,-45580.285944961746,-9322.644996787974,24276.76982301229,0.0,0.0,0.0,71124.91161701997,0.0,0.0,0.0,9837.062698890135,0.0,0.0,0.0,0.0,32891.15137608,2986.0140745287536,0.0,-197502.40986259506,-75896.96698383999,0.0,0.0,0.0,0.0,0.0,-389656.14937333006,0.0,-563294.5548271118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10178.008027374977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connecticut,2031,0.0,9012.882109358048,0.0,15027.988463756075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5594.0038260065885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5571.4253218613485,0.0,0.0,0.0,487238.526871298,-374439.8565392833,-17532.69997505068,0.0,0.0,0.0,0.0,121609.5001818604,0.0,661.6814461802119,-40611.77192688247,-9948.323026344675,0.0,0.0,0.0,-63379.9146584292,0.0,72750.24402998172,445.7630621001963,0.0,-6044.699165938302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.3944290203535,0.0,335977.7435877952,0.0,-283150.5632661017,0.0,-87697.41910789855,0.0,0.0,0.0,0.0,0.0,-19525.319786882435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12315.016597851121,1533.7054017808478,0.0,49949.41031847469,27512.906775702955,25548.125944348023,62364.06554529781,68871.60655472678,0.0,3413.102018027348,0.0,0.0,0.0,0.0,16920.18057437727,-6240.231869579413,3032.0782957743977,0.0,24877.205180201126,0.0,-57006.520198244805,-27152.419668583105,0.0,0.0,0.0,0.0,-14242.64436757227,104778.26695678546,0.0,0.0,0.0,10141.708346861335,56026.543473848025,59800.2075906003,0.0,1091.8912910464987,0.0,0.0,2722.3242538368468,0.0,14356.020815332377,0.0,0.0,0.0,0.0,1628.874231468364,-96490.22545586129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17470.28571931753,0.0,0.0,0.0,-20300.12769527298,-1305.2370321002381,29213.04635369146,0.0,0.0,0.0,85586.97697914735,0.0,0.0,0.0,11837.265447664453,0.0,0.0,0.0,0.0,39579.01882254958,3593.1702696829343,0.0,-79592.90281805125,2609.8876098596957,0.0,0.0,0.0,0.0,0.0,-114973.94621786254,0.0,-140751.43163201632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12247.536326274567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connecticut,2032,0.0,10535.834487947635,0.0,17567.343855138693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6539.25100990244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6512.857301455642,0.0,0.0,0.0,569569.690691656,123685.10144689621,15123.422438709094,0.0,0.0,0.0,0.0,142158.47389680077,0.0,773.489114371328,0.0,11642.423312781153,0.0,0.0,0.0,0.0,0.0,85043.22155305342,521.085906388595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674.4333768603583,0.0,392749.60607769946,0.0,0.0,0.0,85020.9395079278,0.0,0.0,0.0,0.0,0.0,17644.741900259105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14395.94738031349,1792.8633782590496,0.0,58389.61538613937,32161.902103453293,29865.122295055044,72902.03783965559,80509.19104181358,0.0,3989.831167887918,0.0,0.0,0.0,0.0,19779.26925869033,3622.8067735796503,3544.4239357805964,0.0,29080.83264832376,0.0,12988.98993553417,9105.606295135782,0.0,0.0,0.0,0.0,2939.2922065128514,122483.18187192094,0.0,0.0,0.0,11855.404217106603,65493.632537295984,69904.95180951059,0.0,1276.3936975668212,0.0,0.0,3182.32918315554,0.0,16781.830426787434,0.0,0.0,0.0,0.0,1904.113367533655,1874.7895081732404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20422.32845859279,0.0,0.0,0.0,2492.0501266317733,5998.286653816223,34149.32288437066,0.0,0.0,0.0,100049.04234127485,0.0,0.0,0.0,13837.468196438786,0.0,0.0,0.0,0.0,46266.88626901922,4200.326464837108,0.0,26933.33434446974,74351.72042651259,0.0,0.0,0.0,0.0,0.0,134221.31046237797,0.0,243113.96933222585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14317.064625174142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connecticut,2033,0.0,11284.827461024477,0.0,18816.207162376028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7004.126674113515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6975.856635682347,0.0,0.0,0.0,610060.4269967498,132477.88117060915,16198.5472566268,0.0,0.0,0.0,0.0,152264.5265434928,0.0,828.4764921702376,0.0,12470.083737860383,0.0,0.0,0.0,0.0,0.0,91088.94820374442,558.1299281697752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.4689249783942,0.0,420670.1941874884,0.0,0.0,0.0,91065.08212697477,0.0,0.0,0.0,0.0,0.0,18899.107438192237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15419.355961852372,1920.3181207893158,0.0,62540.53591122036,34448.29324824855,31988.235254419153,78084.64716474956,86232.59324857756,0.0,4273.4684547045945,0.0,0.0,0.0,0.0,21185.378447696756,3880.352278810431,3796.3972013574166,0.0,31148.190419531602,0.0,13912.377845643241,9752.924278202307,0.0,0.0,0.0,0.0,3148.2466287767966,131190.5170760859,0.0,0.0,0.0,12698.205464768216,70149.57797833602,74874.4981466796,0.0,1367.1325860194383,0.0,0.0,3408.5611156073537,0.0,17974.85154717516,0.0,0.0,0.0,0.0,2039.476877073963,2008.0683831618608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21874.152756597003,0.0,0.0,0.0,2669.2100882406667,6424.705136315006,36576.99986667186,0.0,0.0,0.0,107161.53350297682,0.0,0.0,0.0,14821.174466327793,0.0,0.0,0.0,0.0,49556.00140662718,4498.927872289991,0.0,28848.026359479438,79637.38775541156,0.0,0.0,0.0,0.0,0.0,143763.10978434794,0.0,260396.95293404278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15334.865427911645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delaware,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delaware,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6779.625603545399,0.0,0.0,0.0,0.0,0.0,-5475.651303612226,0.0,0.0,0.0,0.0,0.0,4019.4749213575124,0.0,0.0,0.0,78069.94896119158,0.0,13156.420612663613,40242.91852775111,0.0,0.0,0.0,16184.22734665728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1224343.453104187,0.0,100395.44571162178,322.6940850797332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4503.758413899086,0.0,11431.742548513052,0.0,0.0,291617.15602220595,0.0,-4015.574949395843,0.0,51124.79879727168,0.0,0.0,0.0,96.87849650769203,0.0,-22991.151572951872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.4002646285662,0.0,0.0,0.0,0.0,-226493.29122728517,0.0,0.0,-4813.366711202405,0.0,0.0,0.0,0.0,0.0,0.0,-2428.6482994010294,0.0,14528.154566872166,0.0,-49705.664432712525,-7764.294996087481,0.0,0.0,0.0,0.0,-3379.605090936733,18969.43341686402,0.0,0.0,0.0,3804.060043306352,0.0,198147.66071722284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2926.2227054201358,-363077.36273616925,61910.57867705054,0.0,28803.057032788405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6972.988658499478,4496.954976263813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8925.303013244382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4187.451143087346,3445.016223761304,58089.47760287137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213723.77637756476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delaware,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7819.4454813897755,0.0,0.0,0.0,0.0,0.0,-11355.111700411197,0.0,0.0,0.0,0.0,0.0,4635.958805001304,0.0,0.0,0.0,90043.86751352169,0.0,15174.27653485132,46415.14529581112,0.0,0.0,0.0,18666.470804733486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2538977.721334052,0.0,115793.52020726912,372.187042914049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5194.518906828387,0.0,13185.077295217488,0.0,0.0,336343.71369432425,0.0,-13570.10417654361,0.0,58966.02560666925,0.0,0.0,0.0,-748.926583886383,0.0,-52800.421328387005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2020.5381291301164,0.0,0.0,0.0,0.0,-546763.2286652578,0.0,0.0,-13923.569607908117,0.0,0.0,0.0,0.0,0.0,0.0,-6575.801395558414,0.0,16756.39913234333,0.0,-104711.02352368036,-16711.369407342274,0.0,0.0,0.0,0.0,-7908.292213950694,21878.85572006402,0.0,0.0,0.0,4387.504835224499,0.0,210353.38190096756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6418.022551655478,-807081.7961708349,71406.06620420562,0.0,33220.70381695841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15756.164265680138,5186.671997163176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10294.214518343157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11539.122571604174,3973.3929451970907,66998.9066830664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246503.49668087205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delaware,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9108.822129916822,0.0,0.0,0.0,0.0,0.0,-19495.90301905592,0.0,0.0,0.0,0.0,0.0,5400.398820719609,0.0,0.0,0.0,104891.52651841077,0.0,17676.41787836401,54068.70648820553,0.0,0.0,0.0,21744.452692748077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4359240.55426771,0.0,134887.13258187217,433.5583106285999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6051.061918060732,0.0,15359.212381131016,0.0,0.0,391804.6452077497,0.0,-26925.80035970705,0.0,68689.14685032214,0.0,0.0,0.0,-1942.931450002694,0.0,-94198.24576983332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7095.393962000788,0.0,0.0,0.0,0.0,-992071.3269922046,0.0,0.0,-26632.69274802148,0.0,0.0,0.0,0.0,0.0,0.0,-12355.11177772787,0.0,19519.422393527668,0.0,-180911.67017921963,-29114.331434805074,0.0,0.0,0.0,0.0,-14200.467750345219,25486.539376031986,0.0,0.0,0.0,5110.976377203013,0.0,222420.39649606822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19657.11789807785,-1423162.1747853607,83180.47073787777,0.0,38698.58582932915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27948.715870191983,6041.921103078377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11991.664784665743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21787.173192933144,4628.580079777457,78046.59874250821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287150.3498569736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
