state,year,p_101,p_102,p_104,p_106,p_110,p_112,p_114,p_118,p_120,p_122,p_124,p_128,p_130,p_136,p_138,p_140,p_142,p_146,p_154,p_157,p_159,p_160,p_161,p_163,p_165,p_199,p_201,p_202,p_206,p_216,p_217,p_223,p_224,p_226,p_227,p_228,p_297,p_309,p_311,p_313,p_314,p_315,p_316,p_317,p_319,p_324,p_325,p_326,p_327,p_328,p_329,p_330,p_332,p_333,p_336,p_338,p_340,p_342,p_344,p_345,p_348,p_350,p_351,p_353,p_355,p_356,p_359,p_360,p_362,p_366,p_367,p_368,p_372,p_373,p_374,p_376,p_378,p_379,p_380,p_381,p_382,p_383,p_384,p_386,p_388,p_390,p_391,p_393,p_394,p_395,p_396,p_400,p_402,p_410,p_412,p_420,p_422,p_428,p_430,p_436,p_441,p_442,p_443,p_447,p_449,p_460,p_462,p_464,p_466,p_468,p_472,p_484,p_490,p_500,p_511,p_512,p_516,p_520,p_521,p_522,p_527,p_528,p_533,p_548,p_550,p_554,p_558,p_560,p_561,p_568,p_570,p_572,p_574,p_575,p_576,p_578,p_580,p_582,p_584,p_585,p_587,p_590,p_591,p_592,p_595,p_600,p_601,p_603,p_605,p_606,p_607,p_608,p_610,p_612,p_614,p_620,p_629,p_632,p_633,p_634,p_635,p_636,p_638,p_642,p_643,p_644,p_645,p_646,p_647,p_649,p_650,p_654,p_655,p_656,p_657,p_658,p_659,p_660,p_666,p_670,p_672,p_710,p_713,p_717,p_734,p_747,p_755,p_756,p_770,p_775,p_798,p_800,p_801,p_805,p_808,p_809,p_810,p_812,p_815,p_817,p_821,p_823,p_911,p_912,p_913
New Mexico,2032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627346.486702308,0.0,0.0,0.0,0.0,0.0,187259.28029432544,0.0,20749.94981108964,5390.128893198555,5505.194618070149,0.0,0.0,0.0,0.0,0.0,150342.84881986922,0.0,0.0,362.5426676738582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34071.14568280836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100294.44017579121,0.0,1843.07241268928,0.0,837887.0407409444,98084.61490364396,168349.13935750176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74911.50229074183,0.0,0.0,15741.01836742209,438515.9555667364,676551.5227832859,31191.028829077026,294884.6404293799,1659026.7501959866,33696.22209239955,0.0,18612.521087520727,0.0,0.0,87682.001714023,7425.974056584666,0.0,0.0,204.11751434117014,0.0,78843.65561493684,233.14895120840447,64559.18630191201,520531.1218840992,0.0,0.0,0.0,0.0,144038.42658333492,343723.0328515668,0.0,314519.9962539319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7423.974494395916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496116.0454760478,8317.1332861915,0.0,0.0,4376.24180630115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.5175966523839,685875.0252252584,0.0,0.0,0.0,0.0,0.0,0.0,9867.376640813978,0.0,412286.5283991005,0.0,0.0,9785.988701021473,0.0,0.0,5228.871445326084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863608.8437683629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico,2033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1743034.6255674027,0.0,0.0,0.0,0.0,0.0,200571.55140529643,0.0,22225.06472656995,5773.313411672389,5896.559164378457,0.0,0.0,0.0,0.0,0.0,161030.72906772722,0.0,0.0,388.3158431009099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36493.26504414549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107424.37668117922,0.0,1974.096517856764,0.0,897452.4701775042,105057.45482570399,180317.0876530588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80236.96453889878,0.0,0.0,16860.048109181953,469690.07563072257,724647.6026020027,33408.40054678393,315848.00349308015,1776967.0404942809,36091.6881179256,0.0,19935.68609374258,0.0,0.0,93915.31937141804,7953.886904209168,0.0,0.0,218.62823810949976,0.0,84448.65482926881,249.72352119952325,69148.70191579201,557535.7040085606,0.0,0.0,0.0,0.0,154278.12515560992,368158.31954717566,0.0,336879.237693785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7951.745193049661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531384.9586615488,8908.398685683787,0.0,0.0,4687.3490437159235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1683.2368570779108,734633.9132744474,0.0,0.0,0.0,0.0,0.0,0.0,10568.848913857626,0.0,441595.9972426393,0.0,0.0,10481.67510156802,0.0,0.0,5600.592164188129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925002.8374011852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York,2025,17360.630803926208,16925.049051602895,0.0,22514.451945486595,0.0,0.0,0.0,3024.0307687095265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9353.436441356942,0.0,0.0,0.0,0.0,11667.933282629034,0.0,46524.35532151,0.0,0.0,0.0,1535.8173958374973,0.0,0.0,0.0,0.0,1924.082543643348,0.0,31857.792592453363,0.0,606141.8432784481,-392165.2823870077,9214.485319085448,0.0,0.0,0.0,0.0,507223.3721591765,0.0,1232.041140686888,53.95829848661492,7835.917946745292,0.0,0.0,0.0,-17410.195273352958,0.0,-39914.40560540417,-5308.523340984248,0.0,13695.870746971428,0.0,0.0,0.0,0.0,-32.58330349937671,0.0,0.0,0.0,4065.766657976368,0.0,260820.59568243986,0.0,0.0,0.0,-53253.287977646105,0.0,0.0,0.0,0.0,0.0,-162428.77598696784,0.0,-14913.932646128684,52.078854478628955,0.0,0.0,3373.3320606045017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6736.544490295302,1186.3787628122263,0.0,-47799.972886618794,3845.232571064611,-108642.40357932798,0.0,0.0,0.0,-1311.0296602300186,0.0,0.0,0.0,0.0,20771.795772281912,0.0,-7704.936790996682,5165.334073604528,18282.0099324451,0.0,-14341.205049770884,-36418.34489518014,0.0,111003.41578669217,0.0,0.0,-13032.428852342855,-146989.81808286207,0.0,0.0,0.0,8555.39848296142,-54859.04146840784,-144555.09540453274,0.0,0.0,0.0,6028.416732870624,43522.880859950325,0.0,-7840.553611716372,-78228.57460409706,0.0,-23628.23865908627,0.0,6708.414581104662,-134824.13640573647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3943.9196282394405,0.0,0.0,0.0,27585.59359803633,-11656.371351980633,-13527.849971367134,0.0,0.0,0.0,-196842.16794344154,3600.661859254178,0.0,0.0,974.3813120852574,0.0,0.0,19044.224438429315,0.0,71181.99304817058,650.901300657013,0.0,0.0,-9272.196874086432,0.0,0.0,0.0,0.0,934.5347167948439,-341118.4069683885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23025.299941347508,0.0,9742.651701589522,10047.56118820452,6672.577877915188
New York,2026,20023.304240111145,19520.9154705604,0.0,25967.58874694159,0.0,0.0,0.0,3487.8391688183547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10788.01258266934,0.0,0.0,0.0,0.0,12237.052395492035,0.0,53659.99264076003,0.0,0.0,0.0,1771.3722111499956,0.0,0.0,0.0,0.0,2219.1872282512304,0.0,36743.95710049837,0.0,699108.3836585777,-916554.8557710715,10627.749938577035,0.0,0.0,0.0,0.0,585018.3678891109,0.0,1421.0045058229134,62.234111137936225,9037.745852687833,0.0,0.0,0.0,-36104.32825123047,0.0,-163536.1130741043,-13433.101822291763,0.0,15796.464419819793,0.0,0.0,0.0,0.0,-114.64017106279528,0.0,0.0,0.0,4689.350501224282,0.0,300823.7545294403,0.0,0.0,0.0,-139997.31841062964,0.0,0.0,0.0,0.0,0.0,-429833.6756232688,0.0,-36159.46616695318,60.066408846516765,0.0,0.0,3890.714278488631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7769.756835432636,1368.3386957588827,0.0,-106906.18599444514,4434.99216785367,-247374.98925025197,0.0,0.0,0.0,-4160.900582940983,0.0,0.0,0.0,0.0,23957.65401956442,0.0,-22361.817617571243,5957.5632259978665,21085.999185887573,0.0,-39938.07041368124,-96525.77792811405,0.0,128028.47955765715,0.0,0.0,-39278.46711931919,-352549.4103311894,0.0,0.0,0.0,9867.576164397236,-160611.8227635827,-529173.8927106871,0.0,0.0,0.0,6953.020526255685,50198.16933540278,0.0,-38258.873774793814,-242151.2366374703,0.0,-48998.972794506335,0.0,7737.3125229918805,-297883.73947180394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18750.76784933277,0.0,0.0,0.0,31816.51286153891,-29445.999018823204,-38844.34760941737,0.0,0.0,0.0,-479040.0330413135,4152.910610673534,0.0,0.0,-3729.6667243652773,0.0,0.0,21965.11775720684,0.0,77681.0691603364,750.7327884878432,0.0,0.0,-21118.351997621703,0.0,0.0,0.0,0.0,1077.8682623155255,-840157.9429367736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47748.63085182093,0.0,11236.923434962126,11588.598180260451,7695.979392932844
New York,2027,23325.01930098061,22739.78983006769,0.0,30249.4783807458,0.0,0.0,0.0,4062.961584953293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.886997896712,0.0,0.0,0.0,0.0,12736.853807350795,0.0,62508.18291662994,0.0,0.0,0.0,2063.4601821374963,0.0,0.0,0.0,0.0,2585.117037164997,0.0,42802.80109047424,0.0,814386.8937299382,-1645122.2642759613,12380.198066746641,0.0,0.0,0.0,0.0,681484.1625942299,0.0,1655.319078591585,72.49611882557451,10528.012456056604,0.0,0.0,0.0,-61988.51237444549,0.0,-336650.9769159234,-24740.94851831351,0.0,18401.200574151793,0.0,0.0,0.0,0.0,-229.39173988204936,0.0,0.0,0.0,5462.594466851697,0.0,350427.6714997203,0.0,0.0,0.0,-260816.89576146938,0.0,0.0,0.0,0.0,0.0,-802327.7856856915,0.0,-65702.44004803398,69.97097626269772,0.0,0.0,4532.268228664943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9050.940143402899,1593.9690126127443,0.0,-188933.07828784065,5166.294067872099,-439998.32983486395,0.0,0.0,0.0,-8141.630619768144,0.0,0.0,0.0,0.0,27908.118246194732,0.0,-42809.803464973375,6939.927374965599,24562.945860156295,0.0,-75625.6492999924,-180257.6198160826,0.0,149139.55863365345,0.0,0.0,-75914.41188977959,-638320.6368457275,0.0,0.0,0.0,11494.676489377613,-308167.7543316615,-1067251.4432907938,0.0,0.0,0.0,8099.529230053173,58475.52704496391,0.0,-80906.72053906089,-471047.20910690306,0.0,-84127.68159739565,0.0,9013.145970932033,-524099.41438287456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39507.336834389396,0.0,0.0,0.0,37062.852748281904,-54204.88196977187,-74158.01514231382,0.0,0.0,0.0,-871482.7126369111,4837.69906243353,0.0,0.0,-10381.541575066833,0.0,0.0,25587.025472490903,0.0,84994.4735501454,874.5238333980733,0.0,0.0,-37566.27225302684,0.0,0.0,0.0,0.0,1255.6018587611688,-1534335.296139137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81980.93518939953,0.0,13089.820384344188,13499.484050409752,8964.997271554777
New York,2028,23112.005426085787,22532.120516551106,0.0,29973.227436629357,0.0,0.0,0.0,4025.8569129445823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12452.120906591721,0.0,0.0,0.0,0.0,11016.692818260053,0.0,61937.33193108998,0.0,0.0,0.0,2044.615796912498,0.0,0.0,0.0,0.0,2561.508662396369,0.0,42411.9079298306,0.0,806949.5704995291,-2240181.2688878262,12267.13689718733,0.0,0.0,0.0,0.0,675260.5629358357,0.0,1640.2020093807023,71.83405381346893,10431.866223581179,0.0,0.0,0.0,-82480.15813865738,0.0,-487988.9760725978,-34121.949158944466,0.0,18233.153080323915,0.0,0.0,0.0,0.0,-328.5644782381502,0.0,0.0,0.0,5412.707759391858,0.0,347227.41879196,0.0,0.0,0.0,-361696.1064636099,0.0,0.0,0.0,0.0,0.0,-1113672.0999435317,0.0,-90016.2299729109,69.33197191326667,0.0,0.0,4490.877651234216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8968.283155791913,1579.412217977011,0.0,-255247.67971095507,5119.113300128964,-596397.885881332,0.0,0.0,0.0,-11548.188561300456,0.0,0.0,0.0,0.0,27653.24958641213,0.0,-60127.2029388769,6876.5490427741315,24338.626719880907,0.0,-105682.5557188073,-250261.24599037785,0.0,147777.55353197618,0.0,0.0,-107085.58436766316,-873000.5546870856,0.0,0.0,0.0,11389.702274862764,-433271.23471737106,-1533815.5559765445,0.0,0.0,0.0,8025.560926582359,57941.50396692776,0.0,-118561.76240567578,-666396.8620855587,0.0,-111937.90939968303,0.0,8930.83413558107,-706423.166934854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57810.033789933426,0.0,0.0,0.0,36724.37920720171,-74738.6775052205,-104023.81658638112,0.0,0.0,0.0,-1194699.398273264,4793.519162319979,0.0,0.0,-16664.950346693062,0.0,0.0,25353.354006988637,0.0,78411.8185590218,866.5373143716051,0.0,0.0,-50921.95113301923,0.0,0.0,0.0,0.0,1244.1351751195161,-2107381.146196745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109081.50945664923,0.0,12970.278645674363,13376.201091045281,8883.125150353313
New York,2029,29608.928610377276,28866.03457880739,0.0,38398.88123217964,0.0,0.0,0.0,5157.549409210114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15952.486691394006,0.0,0.0,0.0,0.0,14897.654443772131,0.0,79348.28699006,0.0,0.0,0.0,2619.3695462749965,0.0,0.0,0.0,0.0,3281.5640928395915,0.0,54334.1493294604,0.0,1033787.9290270451,-2571645.9524317984,15715.502568746902,0.0,0.0,0.0,0.0,865080.3525168775,0.0,2101.272620312606,92.02703668269282,13364.326314080958,0.0,0.0,0.0,-95370.89269208391,0.0,-549674.8442089441,-39017.09022682723,0.0,23358.601642073947,0.0,0.0,0.0,0.0,-371.4171455154135,0.0,0.0,0.0,6934.252336916747,0.0,444835.12637864007,0.0,0.0,0.0,-412887.6894507485,0.0,0.0,0.0,0.0,0.0,-1270936.5613143817,0.0,-103140.2081544896,88.82160457091322,0.0,0.0,5753.290262871473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11489.321277926982,2023.3944543668586,0.0,-293735.2209370342,6558.126716294253,-685622.1811618359,0.0,0.0,0.0,-13092.669747920532,0.0,0.0,0.0,0.0,35426.74370978141,0.0,-68371.87456301315,8809.588174613862,31180.360498280614,0.0,-120358.37279435556,-285582.27585497283,0.0,189318.70913313073,0.0,0.0,-121609.75798158004,-1000823.5407419956,0.0,0.0,0.0,14591.415817566114,-492528.5925693256,-1732116.5737202484,0.0,0.0,0.0,10281.594182441928,74229.20784703188,0.0,-133119.76757036772,-756117.335342966,0.0,-129432.56398207437,0.0,11441.345113785894,-813526.6468342934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64936.37751181694,0.0,0.0,0.0,47047.8222101478,-85467.38083960103,-118333.33416315942,0.0,0.0,0.0,-1368628.0707384397,6141.006115783202,0.0,0.0,-18231.31855656256,0.0,0.0,32480.333704805817,0.0,103292.56798029854,1110.1261446788321,0.0,0.0,-58539.22951705554,0.0,0.0,0.0,0.0,1593.8690261899774,-2412771.5757420133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126129.74038667353,0.0,16616.30167510356,17136.33135166172,11380.22484699644
New York,2030,31952.081234220066,31150.39702748999,0.0,41437.64161746,0.0,0.0,0.0,5565.700801305873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17214.913695748925,0.0,0.0,0.0,0.0,19299.589810948994,0.0,85627.64783099992,0.0,0.0,0.0,2826.6577837499935,0.0,0.0,0.0,0.0,3541.2562152945175,0.0,58633.97409654001,0.0,1115598.4845615588,-1549172.0694845559,16959.175433899523,0.0,0.0,0.0,0.0,933539.9487592205,0.0,2267.5603816323073,99.30975181585563,14421.934871310397,0.0,0.0,0.0,-60601.859653558975,0.0,-282876.490782266,-22799.243050556608,0.0,25207.124074180552,0.0,0.0,0.0,0.0,-197.3086057936681,0.0,0.0,0.0,7483.006118974918,0.0,480037.9061639998,0.0,0.0,0.0,-238055.05574972997,0.0,0.0,0.0,0.0,0.0,-731131.477460244,0.0,-61237.10777717891,95.85065241465452,0.0,0.0,6208.586614609514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12398.548141647829,2183.5191953599206,0.0,-180251.39106036333,7077.11516146861,-417514.22872928006,0.0,0.0,0.0,-7133.754731007612,0.0,0.0,0.0,0.0,38230.29896739,0.0,-38196.96679637325,9506.74982872,33647.87104131002,0.0,-68094.73462948209,-164199.22170499602,0.0,204300.76525157993,0.0,0.0,-67200.68993551456,-596712.5458165539,0.0,0.0,0.0,15746.132177229636,-274449.883037276,-912025.6580524035,0.0,0.0,0.0,11095.245520620781,80103.46170543006,0.0,-66500.35712753661,-414746.5930481837,0.0,-82245.78648295517,0.0,12346.775302646653,-501901.52965069807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32570.208961019787,0.0,0.0,0.0,50771.031162030005,-49972.75986541611,-66320.40797984219,0.0,0.0,0.0,-811426.8493533521,6626.985017032232,0.0,0.0,-6856.808766751492,0.0,0.0,35050.719825330016,0.0,123135.08670873067,1197.9778539699619,0.0,0.0,-35643.65950138477,0.0,0.0,0.0,0.0,1720.0025462481772,-1423994.3483798678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80147.06174274354,0.0,17931.260800471486,18492.4439046709,12280.81818021198
New York,2031,38449.00441851147,37484.311089746305,0.0,49863.29541301023,0.0,0.0,0.0,6697.393297571405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20715.279480551224,0.0,0.0,0.0,0.0,26591.4610720161,0.0,103038.60288996994,0.0,0.0,0.0,3401.4115331124995,0.0,0.0,0.0,0.0,4261.31164573774,0.0,70556.21549616981,0.0,1342436.8430890776,-583166.7243897859,20407.54110545911,0.0,0.0,0.0,0.0,1123359.7383402614,0.0,2728.630992564211,119.50273468507953,17354.394961810147,0.0,0.0,0.0,-28708.84707316904,0.0,-16171.754467437742,-7263.189235027727,0.0,30332.572635930585,0.0,0.0,0.0,0.0,-24.79428501210691,0.0,0.0,0.0,9004.55069649982,0.0,577645.6137506799,0.0,0.0,0.0,-69640.13753330061,0.0,0.0,0.0,0.0,0.0,-210673.78655728023,0.0,-21376.611435480445,115.34028507230096,0.0,0.0,7470.999226246779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14919.586263782869,2627.50143174977,0.0,-74037.4890757593,8516.1285776339,-165576.23762063205,0.0,0.0,0.0,-1275.3453248394653,0.0,0.0,0.0,0.0,46003.79309075928,0.0,-8781.084492391848,11439.78896055973,40489.6048197097,0.0,-17379.400333936006,-47141.8143268486,0.0,245841.92085273447,0.0,0.0,-13958.382118480426,-213041.73220569862,0.0,0.0,0.0,18947.845719933,-61663.07355415984,-97351.543678822,0.0,0.0,0.0,13351.27877648035,96391.16558553418,0.0,594.3951642425382,-79866.15464335727,0.0,-38962.19885082368,0.0,14857.286280851447,-211076.0407208021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.696481049002614,0.0,0.0,0.0,61094.4741649761,-15979.249491139883,-15673.703622450092,0.0,0.0,0.0,-281041.1404672065,7974.471970495455,0.0,0.0,5141.447053746306,0.0,0.0,42177.69952314714,0.0,160364.47577000374,1441.566684277188,0.0,0.0,-14127.658046191027,0.0,0.0,0.0,0.0,2069.7363973186384,-480882.0700876424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37967.97246965562,0.0,21577.283829900683,22252.574165287326,14777.917876855092
New York,2032,44945.92760280287,43818.22515200259,0.0,58288.9492085604,0.0,0.0,0.0,7829.08579383693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24215.645265353494,0.0,0.0,0.0,0.0,33640.81352872035,0.0,120449.55794893997,0.0,0.0,0.0,3976.165282474991,0.0,0.0,0.0,0.0,4981.367076180959,0.0,82478.45689579961,0.0,1569275.2016165927,290587.311329294,23855.906777018667,0.0,0.0,0.0,0.0,1313179.5279213032,0.0,3189.7016034961107,139.69571755430354,20286.855052309955,0.0,0.0,0.0,0.0,0.0,227184.1085951277,6820.187880075107,0.0,35458.021197680646,0.0,0.0,0.0,0.0,132.407245334079,0.0,0.0,0.0,10526.095274024723,0.0,675253.32133736,0.0,0.0,0.0,83160.5569737007,0.0,0.0,0.0,0.0,0.0,261597.23755557276,0.0,14716.64015800337,134.82991772994728,0.0,0.0,8733.411837884043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17440.624385917952,3071.4836681396228,0.0,21888.007542947496,9955.141993799189,62104.80193282402,0.0,0.0,0.0,4056.711768538684,0.0,0.0,0.0,0.0,53777.28721412856,0.0,17957.097876333457,13372.828092399475,47331.3385981094,0.0,28686.563107243303,59081.3463666084,0.0,287383.07645388925,0.0,0.0,34465.66669772923,134261.40298855444,0.0,0.0,0.0,22149.559262636365,131781.14604962803,645299.1094662375,0.0,0.0,0.0,15607.312032339905,112678.86946563818,0.0,61883.56149008003,224824.76940016402,0.0,0.0,0.0,17367.797259056257,51456.333452879626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29738.688608422934,0.0,0.0,0.0,71417.91716792219,14834.47045889699,30354.553762558353,0.0,0.0,0.0,199267.1697448769,9321.958923958678,0.0,0.0,16175.245661075809,0.0,0.0,49304.6792209642,0.0,196715.86522384605,1685.155514584414,0.0,0.0,5316.940484653795,0.0,0.0,0.0,0.0,2419.4702483891015,373460.5202620097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25223.30685932988,26012.70442590375,17275.01757349819
New York,2033,48141.135726224835,46933.264854751586,0.0,62432.71337030642,0.0,0.0,0.0,8385.655873967524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25937.136634928407,0.0,0.0,0.0,0.0,36032.34055682842,0.0,129012.32273203996,0.0,0.0,0.0,4258.831060849989,0.0,0.0,0.0,0.0,5335.492697710411,0.0,88341.8543054536,0.0,1680835.05007275,311245.1770636039,25551.824320408617,0.0,0.0,0.0,0.0,1406533.522797225,0.0,3416.4576416593427,149.62669273588915,21729.04853944099,0.0,0.0,0.0,0.0,0.0,243334.63764217473,7305.035359701302,0.0,37978.73360509868,0.0,0.0,0.0,0.0,141.8200826801036,0.0,0.0,0.0,11274.395885922211,0.0,723257.11195376,0.0,0.0,0.0,89072.44491021964,0.0,0.0,0.0,0.0,0.0,280194.1975713717,0.0,15762.84680430693,144.41498297141277,0.0,0.0,9354.270499344995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18680.479200082715,3289.835587675614,0.0,23444.027036521977,10662.85350994605,66519.83524558396,0.0,0.0,0.0,4345.103600425326,0.0,0.0,0.0,0.0,57600.31711086756,0.0,19233.6688154093,14323.503075271467,50696.12570224042,0.0,30725.89223808996,63281.442079874396,0.0,307813.15297904704,0.0,0.0,36915.832576714776,143806.0524901104,0.0,0.0,0.0,23724.172480359324,141149.473967848,691173.4537410885,0.0,0.0,0.0,16716.836584401986,120689.21563618118,0.0,66282.86680928,240807.5729120241,0.0,0.0,0.0,18602.474789320928,55114.36663673358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31852.813391012256,0.0,0.0,0.0,76495.02028412517,15889.05366687545,32512.460428143066,0.0,0.0,0.0,213433.0822859821,9984.657425661899,0.0,0.0,17325.14464172101,0.0,0.0,52809.75120349723,0.0,210700.40540563606,1804.9532999814091,0.0,0.0,5694.9220356955375,0.0,0.0,0.0,0.0,2591.470503013921,400009.8463469867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27016.432939377017,27861.948816370845,18503.099391519383
