,Pay_year,State,practice_code,payments,StatutoryCategory
0,2019,Colorado,314,768.0,Land Management (6(A)(ii))
1,2019,Florida,314,2891.67,Land Management (6(A)(ii))
2,2019,Georgia,314,340.04,Land Management (6(A)(ii))
3,2019,Illinois,314,334.21,Land Management (6(A)(ii))
4,2019,Indiana,314,8278.9,Land Management (6(A)(ii))
5,2019,Iowa,314,1418.14,Land Management (6(A)(ii))
6,2019,Kansas,314,533.58,Land Management (6(A)(ii))
7,2019,Kentucky,314,5.0,Land Management (6(A)(ii))
8,2019,Massachusetts,314,792.97,Land Management (6(A)(ii))
9,2019,Michigan,314,318.36,Land Management (6(A)(ii))
10,2019,Minnesota,314,280.31,Land Management (6(A)(ii))
11,2019,Missouri,314,3.26,Land Management (6(A)(ii))
12,2019,Nebraska,314,774.48,Land Management (6(A)(ii))
13,2019,New Jersey,314,967.3,Land Management (6(A)(ii))
14,2019,New York,314,31.14,Land Management (6(A)(ii))
15,2019,North Dakota,314,3118.56,Land Management (6(A)(ii))
16,2019,Ohio,314,94.27,Land Management (6(A)(ii))
17,2019,Oklahoma,314,1411.74,Land Management (6(A)(ii))
18,2019,Oregon,314,311.13,Land Management (6(A)(ii))
19,2019,Pennsylvania,314,1730.52,Land Management (6(A)(ii))
20,2019,South Carolina,314,1202.75,Land Management (6(A)(ii))
21,2019,South Dakota,314,4517.62,Land Management (6(A)(ii))
22,2019,Texas,314,4524.34,Land Management (6(A)(ii))
23,2019,Utah,314,286.6,Land Management (6(A)(ii))
24,2019,Virginia,314,306.93,Land Management (6(A)(ii))
25,2019,Washington,314,624.02,Land Management (6(A)(ii))
26,2019,Wisconsin,314,799.3,Land Management (6(A)(ii))
27,2018,Arkansas,314,114.82,Land Management (6(A)(ii))
28,2018,Georgia,314,759.0,Land Management (6(A)(ii))
29,2018,Indiana,314,52.38,Land Management (6(A)(ii))
30,2018,Iowa,314,1401.8,Land Management (6(A)(ii))
31,2018,Kansas,314,585.77,Land Management (6(A)(ii))
32,2018,Massachusetts,314,1685.67,Land Management (6(A)(ii))
33,2018,Michigan,314,180.68,Land Management (6(A)(ii))
34,2018,Mississippi,314,500.64,Land Management (6(A)(ii))
35,2018,Nebraska,314,2151.38,Land Management (6(A)(ii))
36,2018,New Hampshire,314,187.44,Land Management (6(A)(ii))
37,2018,North Dakota,314,299.16,Land Management (6(A)(ii))
38,2018,Oklahoma,314,306.12,Land Management (6(A)(ii))
39,2018,Pennsylvania,314,2615.86,Land Management (6(A)(ii))
40,2018,South Carolina,314,1511.4,Land Management (6(A)(ii))
41,2018,South Dakota,314,314.7,Land Management (6(A)(ii))
42,2018,Tennessee,314,8.6,Land Management (6(A)(ii))
43,2018,Texas,314,664.9,Land Management (6(A)(ii))
44,2018,Wisconsin,314,983.89,Land Management (6(A)(ii))
45,2020,Arkansas,314,21.2,Land Management (6(A)(ii))
46,2020,Colorado,314,770.4,Land Management (6(A)(ii))
47,2020,Florida,314,4694.38,Land Management (6(A)(ii))
48,2020,Georgia,314,581.63,Land Management (6(A)(ii))
49,2020,Idaho,314,138.03,Land Management (6(A)(ii))
50,2020,Illinois,314,6210.72,Land Management (6(A)(ii))
51,2020,Indiana,314,5299.54,Land Management (6(A)(ii))
52,2020,Iowa,314,2110.95,Land Management (6(A)(ii))
53,2020,Kansas,314,2585.85,Land Management (6(A)(ii))
54,2020,Kentucky,314,218.95,Land Management (6(A)(ii))
55,2020,Louisiana,314,2174.04,Land Management (6(A)(ii))
56,2020,Maine,314,96.01,Land Management (6(A)(ii))
57,2020,Massachusetts,314,132.7,Land Management (6(A)(ii))
58,2020,Michigan,314,134.09,Land Management (6(A)(ii))
59,2020,Mississippi,314,2157.23,Land Management (6(A)(ii))
60,2020,Missouri,314,20814.38,Land Management (6(A)(ii))
61,2020,Nebraska,314,13454.29,Land Management (6(A)(ii))
62,2020,Nevada,314,8.38,Land Management (6(A)(ii))
63,2020,New Jersey,314,464.64,Land Management (6(A)(ii))
64,2020,New Mexico,314,1459.42,Land Management (6(A)(ii))
65,2020,New York,314,185.28,Land Management (6(A)(ii))
66,2020,North Carolina,314,5.23,Land Management (6(A)(ii))
67,2020,North Dakota,314,6771.17,Land Management (6(A)(ii))
68,2020,Oklahoma,314,19450.48,Land Management (6(A)(ii))
69,2020,Oregon,314,790.98,Land Management (6(A)(ii))
70,2020,Pennsylvania,314,2883.47,Land Management (6(A)(ii))
71,2020,South Carolina,314,80.41,Land Management (6(A)(ii))
72,2020,South Dakota,314,4705.68,Land Management (6(A)(ii))
73,2020,Tennessee,314,1992.82,Land Management (6(A)(ii))
74,2020,Texas,314,4972.36,Land Management (6(A)(ii))
75,2020,Vermont,314,57.42,Land Management (6(A)(ii))
76,2020,Virginia,314,968.06,Land Management (6(A)(ii))
77,2020,Washington,314,132.91,Land Management (6(A)(ii))
78,2020,West Virginia,314,837.09,Land Management (6(A)(ii))
79,2020,Wisconsin,314,2393.7,Land Management (6(A)(ii))
80,2020,Alabama,314,81.34,Land Management (6(A)(ii))
81,2020,Florida,314,46.5,Land Management (6(A)(ii))
82,2020,Georgia,314,2004.84,Land Management (6(A)(ii))
83,2020,Hawaii,314,588.4,Land Management (6(A)(ii))
84,2020,Illinois,314,1428.33,Land Management (6(A)(ii))
85,2020,Iowa,314,192.23,Land Management (6(A)(ii))
86,2020,Kansas,314,344.49,Land Management (6(A)(ii))
87,2020,Kentucky,314,164.52,Land Management (6(A)(ii))
88,2020,Massachusetts,314,102.54,Land Management (6(A)(ii))
89,2020,Michigan,314,17.79,Land Management (6(A)(ii))
90,2020,Mississippi,314,32.15,Land Management (6(A)(ii))
91,2020,Missouri,314,1524.06,Land Management (6(A)(ii))
92,2020,Nebraska,314,912.11,Land Management (6(A)(ii))
93,2020,New Hampshire,314,1138.54,Land Management (6(A)(ii))
94,2020,Ohio,314,336.2,Land Management (6(A)(ii))
95,2020,Oklahoma,314,619.19,Land Management (6(A)(ii))
96,2020,Oregon,314,11.4,Land Management (6(A)(ii))
97,2020,Pennsylvania,314,1500.12,Land Management (6(A)(ii))
98,2020,Rhode Island,314,20.12,Land Management (6(A)(ii))
99,2020,South Carolina,314,11116.31,Land Management (6(A)(ii))
100,2020,Tennessee,314,25.44,Land Management (6(A)(ii))
101,2020,Utah,314,77.88,Land Management (6(A)(ii))
102,2020,Virginia,314,190.17,Land Management (6(A)(ii))
103,2020,Wisconsin,314,1143.67,Land Management (6(A)(ii))
104,2021,Florida,314,19.2,Land Management (6(A)(ii))
105,2021,Georgia,314,40.16,Land Management (6(A)(ii))
106,2021,Illinois,314,1030.82,Land Management (6(A)(ii))
107,2021,Indiana,314,3014.88,Land Management (6(A)(ii))
108,2021,Iowa,314,2596.16,Land Management (6(A)(ii))
109,2021,Kansas,314,991.18,Land Management (6(A)(ii))
110,2021,Kentucky,314,371.43,Land Management (6(A)(ii))
111,2021,Louisiana,314,393.0,Land Management (6(A)(ii))
112,2021,Maine,314,120.01,Land Management (6(A)(ii))
113,2021,Mississippi,314,1065.12,Land Management (6(A)(ii))
114,2021,Missouri,314,5808.17,Land Management (6(A)(ii))
115,2021,Nebraska,314,7553.5,Land Management (6(A)(ii))
116,2021,New Jersey,314,278.41,Land Management (6(A)(ii))
117,2021,New Mexico,314,1362.13,Land Management (6(A)(ii))
118,2021,New York,314,1556.96,Land Management (6(A)(ii))
119,2021,North Carolina,314,2441.29,Land Management (6(A)(ii))
120,2021,North Dakota,314,6188.98,Land Management (6(A)(ii))
121,2021,Oklahoma,314,11288.66,Land Management (6(A)(ii))
122,2021,Oregon,314,1814.53,Land Management (6(A)(ii))
123,2021,Pennsylvania,314,241.47,Land Management (6(A)(ii))
124,2021,South Dakota,314,1810.03,Land Management (6(A)(ii))
125,2021,Utah,314,1156.0,Land Management (6(A)(ii))
126,2021,Virginia,314,131.64,Land Management (6(A)(ii))
127,2021,Washington,314,418.69,Land Management (6(A)(ii))
128,2021,West Virginia,314,23.52,Land Management (6(A)(ii))
129,2021,Wisconsin,314,1585.74,Land Management (6(A)(ii))
130,2021,Puerto Rico,314,917.97,Land Management (6(A)(ii))
131,2021,Alabama,314,114.52,Land Management (6(A)(ii))
132,2021,Florida,314,112.9,Land Management (6(A)(ii))
133,2021,Georgia,314,11456.49,Land Management (6(A)(ii))
134,2021,Illinois,314,20403.38,Land Management (6(A)(ii))
135,2021,Indiana,314,371.22,Land Management (6(A)(ii))
136,2021,Iowa,314,2048.74,Land Management (6(A)(ii))
137,2021,Kansas,314,69.62,Land Management (6(A)(ii))
138,2021,Kentucky,314,342.16,Land Management (6(A)(ii))
139,2021,Louisiana,314,3815.38,Land Management (6(A)(ii))
140,2021,Massachusetts,314,102.54,Land Management (6(A)(ii))
141,2021,Michigan,314,1359.65,Land Management (6(A)(ii))
142,2021,Minnesota,314,294.55,Land Management (6(A)(ii))
143,2021,Mississippi,314,619.54,Land Management (6(A)(ii))
144,2021,Missouri,314,27213.33,Land Management (6(A)(ii))
145,2021,Montana,314,510.13,Land Management (6(A)(ii))
146,2021,Nebraska,314,6512.04,Land Management (6(A)(ii))
147,2021,New Hampshire,314,33.4,Land Management (6(A)(ii))
148,2021,New Mexico,314,692.48,Land Management (6(A)(ii))
149,2021,New York,314,44.96,Land Management (6(A)(ii))
150,2021,North Dakota,314,801.73,Land Management (6(A)(ii))
151,2021,Ohio,314,217.79,Land Management (6(A)(ii))
152,2021,Oklahoma,314,4559.26,Land Management (6(A)(ii))
153,2021,Oregon,314,623.72,Land Management (6(A)(ii))
154,2021,Pennsylvania,314,3004.62,Land Management (6(A)(ii))
155,2021,Rhode Island,314,41.72,Land Management (6(A)(ii))
156,2021,South Carolina,314,23.6,Land Management (6(A)(ii))
157,2021,Tennessee,314,1682.0,Land Management (6(A)(ii))
158,2021,Utah,314,5363.36,Land Management (6(A)(ii))
159,2021,Vermont,314,340.32,Land Management (6(A)(ii))
160,2021,Virginia,314,471.46,Land Management (6(A)(ii))
161,2021,West Virginia,314,1039.61,Land Management (6(A)(ii))
162,2021,Wisconsin,314,1736.87,Land Management (6(A)(ii))
163,2021,Wyoming,314,161.0,Land Management (6(A)(ii))
164,2022,Georgia,314,185.5,Land Management (6(A)(ii))
165,2022,Illinois,314,617.1,Land Management (6(A)(ii))
166,2022,Indiana,314,356.83,Land Management (6(A)(ii))
167,2022,Iowa,314,1649.85,Land Management (6(A)(ii))
168,2022,Kentucky,314,31.96,Land Management (6(A)(ii))
169,2022,Louisiana,314,971.96,Land Management (6(A)(ii))
170,2022,Maine,314,120.01,Land Management (6(A)(ii))
171,2022,Missouri,314,5367.81,Land Management (6(A)(ii))
172,2022,Nebraska,314,1527.06,Land Management (6(A)(ii))
173,2022,New York,314,185.28,Land Management (6(A)(ii))
174,2022,North Dakota,314,6541.27,Land Management (6(A)(ii))
175,2022,Oklahoma,314,5847.85,Land Management (6(A)(ii))
176,2022,Pennsylvania,314,140.86,Land Management (6(A)(ii))
177,2022,South Dakota,314,2228.17,Land Management (6(A)(ii))
178,2022,Tennessee,314,235.22,Land Management (6(A)(ii))
179,2022,Virginia,314,13.0,Land Management (6(A)(ii))
180,2022,Washington,314,45.02,Land Management (6(A)(ii))
181,2022,Wisconsin,314,314.7,Land Management (6(A)(ii))
182,2022,Alabama,314,16529.66,Land Management (6(A)(ii))
183,2022,Arkansas,314,957.34,Land Management (6(A)(ii))
184,2022,Florida,314,19.9,Land Management (6(A)(ii))
185,2022,Georgia,314,1436.97,Land Management (6(A)(ii))
186,2022,Idaho,314,218.55,Land Management (6(A)(ii))
187,2022,Illinois,314,13954.07,Land Management (6(A)(ii))
188,2022,Indiana,314,2326.19,Land Management (6(A)(ii))
189,2022,Iowa,314,5736.09,Land Management (6(A)(ii))
190,2022,Kentucky,314,2516.59,Land Management (6(A)(ii))
191,2022,Louisiana,314,5267.43,Land Management (6(A)(ii))
192,2022,Michigan,314,1074.69,Land Management (6(A)(ii))
193,2022,Minnesota,314,842.32,Land Management (6(A)(ii))
194,2022,Mississippi,314,110.35,Land Management (6(A)(ii))
195,2022,Missouri,314,17613.53,Land Management (6(A)(ii))
196,2022,Montana,314,192.79,Land Management (6(A)(ii))
197,2022,Nebraska,314,20809.01,Land Management (6(A)(ii))
198,2022,New York,314,997.68,Land Management (6(A)(ii))
199,2022,North Dakota,314,984.86,Land Management (6(A)(ii))
200,2022,Oklahoma,314,3331.72,Land Management (6(A)(ii))
201,2022,Oregon,314,621.71,Land Management (6(A)(ii))
202,2022,Pennsylvania,314,6943.3,Land Management (6(A)(ii))
203,2022,South Carolina,314,11777.65,Land Management (6(A)(ii))
204,2022,South Dakota,314,312.08,Land Management (6(A)(ii))
205,2022,Tennessee,314,95.24,Land Management (6(A)(ii))
206,2022,Texas,314,4113.8,Land Management (6(A)(ii))
207,2022,Utah,314,1126.27,Land Management (6(A)(ii))
208,2022,Vermont,314,1174.32,Land Management (6(A)(ii))
209,2022,Virginia,314,390.34,Land Management (6(A)(ii))
210,2022,West Virginia,314,649.26,Land Management (6(A)(ii))
211,2022,Wisconsin,314,1261.52,Land Management (6(A)(ii))
212,2019,Arizona,315,234.88,Land Management (6(A)(ii))
213,2019,Arkansas,315,55.39,Land Management (6(A)(ii))
214,2019,California,315,115.0,Land Management (6(A)(ii))
215,2019,Colorado,315,156.98,Land Management (6(A)(ii))
216,2019,Florida,315,9286.69,Land Management (6(A)(ii))
217,2019,Georgia,315,6225.33,Land Management (6(A)(ii))
218,2019,Idaho,315,23612.44,Land Management (6(A)(ii))
219,2019,Illinois,315,4434.19,Land Management (6(A)(ii))
220,2019,Indiana,315,61.87,Land Management (6(A)(ii))
221,2019,Iowa,315,7324.28,Land Management (6(A)(ii))
222,2019,Kansas,315,3966.24,Land Management (6(A)(ii))
223,2019,Kentucky,315,5715.25,Land Management (6(A)(ii))
224,2019,Louisiana,315,5166.82,Land Management (6(A)(ii))
225,2019,Massachusetts,315,2089.97,Land Management (6(A)(ii))
226,2019,Minnesota,315,6251.05,Land Management (6(A)(ii))
227,2019,Mississippi,315,11029.35,Land Management (6(A)(ii))
228,2019,Missouri,315,21746.96,Land Management (6(A)(ii))
229,2019,Montana,315,4178.39,Land Management (6(A)(ii))
230,2019,Nebraska,315,21449.78,Land Management (6(A)(ii))
231,2019,Nevada,315,4164.62,Land Management (6(A)(ii))
232,2019,New Jersey,315,9.45,Land Management (6(A)(ii))
233,2019,New York,315,39.06,Land Management (6(A)(ii))
234,2019,North Dakota,315,4495.67,Land Management (6(A)(ii))
235,2019,Ohio,315,255.97,Land Management (6(A)(ii))
236,2019,Oklahoma,315,31335.03,Land Management (6(A)(ii))
237,2019,Oregon,315,1629.84,Land Management (6(A)(ii))
238,2019,Pennsylvania,315,145.7,Land Management (6(A)(ii))
239,2019,South Carolina,315,655.65,Land Management (6(A)(ii))
240,2019,South Dakota,315,31109.15,Land Management (6(A)(ii))
241,2019,Tennessee,315,649.12,Land Management (6(A)(ii))
242,2019,Texas,315,7693.56,Land Management (6(A)(ii))
243,2019,Utah,315,1294.98,Land Management (6(A)(ii))
244,2019,Virginia,315,3578.03,Land Management (6(A)(ii))
245,2019,Washington,315,5567.53,Land Management (6(A)(ii))
246,2019,Wisconsin,315,446.33,Land Management (6(A)(ii))
247,2019,Arizona,315,265.58,Land Management (6(A)(ii))
248,2019,Utah,315,127.67,Land Management (6(A)(ii))
249,2019,Virginia,315,4.13,Land Management (6(A)(ii))
250,2018,Arizona,315,587.4,Land Management (6(A)(ii))
251,2018,Arkansas,315,774.93,Land Management (6(A)(ii))
252,2018,Colorado,315,2299.85,Land Management (6(A)(ii))
253,2018,Florida,315,2161.87,Land Management (6(A)(ii))
254,2018,Georgia,315,811.05,Land Management (6(A)(ii))
255,2018,Idaho,315,5.74,Land Management (6(A)(ii))
256,2018,Iowa,315,3084.46,Land Management (6(A)(ii))
257,2018,Kansas,315,1325.51,Land Management (6(A)(ii))
258,2018,Louisiana,315,616.96,Land Management (6(A)(ii))
259,2018,Michigan,315,9.92,Land Management (6(A)(ii))
260,2018,Minnesota,315,47.36,Land Management (6(A)(ii))
261,2018,Mississippi,315,28338.04,Land Management (6(A)(ii))
262,2018,Missouri,315,1118.57,Land Management (6(A)(ii))
263,2018,Montana,315,3017.53,Land Management (6(A)(ii))
264,2018,Nebraska,315,12928.96,Land Management (6(A)(ii))
265,2018,North Dakota,315,399.54,Land Management (6(A)(ii))
266,2018,Ohio,315,27.84,Land Management (6(A)(ii))
267,2018,Oklahoma,315,241.43,Land Management (6(A)(ii))
268,2018,Oregon,315,3359.47,Land Management (6(A)(ii))
269,2018,Pennsylvania,315,17.45,Land Management (6(A)(ii))
270,2018,South Carolina,315,156.76,Land Management (6(A)(ii))
271,2018,South Dakota,315,12390.09,Land Management (6(A)(ii))
272,2018,Tennessee,315,125.45,Land Management (6(A)(ii))
273,2018,Texas,315,1136.89,Land Management (6(A)(ii))
274,2018,Utah,315,2131.28,Land Management (6(A)(ii))
275,2018,Virginia,315,2148.47,Land Management (6(A)(ii))
276,2018,Wisconsin,315,737.48,Land Management (6(A)(ii))
277,2020,Arizona,315,587.4,Land Management (6(A)(ii))
278,2020,Arkansas,315,254.25,Land Management (6(A)(ii))
279,2020,California,315,124.8,Land Management (6(A)(ii))
280,2020,Colorado,315,1923.31,Land Management (6(A)(ii))
281,2020,Connecticut,315,72.82,Land Management (6(A)(ii))
282,2020,Florida,315,2118.59,Land Management (6(A)(ii))
283,2020,Georgia,315,3824.18,Land Management (6(A)(ii))
284,2020,Hawaii,315,28.76,Land Management (6(A)(ii))
285,2020,Idaho,315,5886.59,Land Management (6(A)(ii))
286,2020,Illinois,315,623.84,Land Management (6(A)(ii))
287,2020,Indiana,315,709.68,Land Management (6(A)(ii))
288,2020,Iowa,315,6910.87,Land Management (6(A)(ii))
289,2020,Kansas,315,2904.75,Land Management (6(A)(ii))
290,2020,Kentucky,315,13135.63,Land Management (6(A)(ii))
291,2020,Louisiana,315,6440.61,Land Management (6(A)(ii))
292,2020,Michigan,315,3.04,Land Management (6(A)(ii))
293,2020,Minnesota,315,4665.78,Land Management (6(A)(ii))
294,2020,Mississippi,315,20615.49,Land Management (6(A)(ii))
295,2020,Missouri,315,33189.22,Land Management (6(A)(ii))
296,2020,Montana,315,13824.83,Land Management (6(A)(ii))
297,2020,Nebraska,315,26333.34,Land Management (6(A)(ii))
298,2020,Nevada,315,776.58,Land Management (6(A)(ii))
299,2020,New York,315,39.06,Land Management (6(A)(ii))
300,2020,North Carolina,315,23.64,Land Management (6(A)(ii))
301,2020,North Dakota,315,3887.87,Land Management (6(A)(ii))
302,2020,Ohio,315,312.16,Land Management (6(A)(ii))
303,2020,Oklahoma,315,113825.18,Land Management (6(A)(ii))
304,2020,Oregon,315,6115.67,Land Management (6(A)(ii))
305,2020,Pennsylvania,315,661.13,Land Management (6(A)(ii))
306,2020,South Carolina,315,262.23,Land Management (6(A)(ii))
307,2020,South Dakota,315,34315.42,Land Management (6(A)(ii))
308,2020,Tennessee,315,2132.04,Land Management (6(A)(ii))
309,2020,Texas,315,39335.15,Land Management (6(A)(ii))
310,2020,Utah,315,5036.53,Land Management (6(A)(ii))
311,2020,Virginia,315,5678.35,Land Management (6(A)(ii))
312,2020,Washington,315,10309.92,Land Management (6(A)(ii))
313,2020,Wisconsin,315,1919.59,Land Management (6(A)(ii))
314,2020,Arkansas,315,4.94,Land Management (6(A)(ii))
315,2020,California,315,217.72,Land Management (6(A)(ii))
316,2020,Georgia,315,3800.35,Land Management (6(A)(ii))
317,2020,Hawaii,315,45.43,Land Management (6(A)(ii))
318,2020,Illinois,315,14545.18,Land Management (6(A)(ii))
319,2020,Iowa,315,1990.41,Land Management (6(A)(ii))
320,2020,Kansas,315,136.59,Land Management (6(A)(ii))
321,2020,Kentucky,315,502.18,Land Management (6(A)(ii))
322,2020,Louisiana,315,267.8,Land Management (6(A)(ii))
323,2020,Michigan,315,1298.83,Land Management (6(A)(ii))
324,2020,Minnesota,315,436.42,Land Management (6(A)(ii))
325,2020,Mississippi,315,7582.63,Land Management (6(A)(ii))
326,2020,Missouri,315,1176.72,Land Management (6(A)(ii))
327,2020,Montana,315,723.4,Land Management (6(A)(ii))
328,2020,Nebraska,315,6548.64,Land Management (6(A)(ii))
329,2020,Nevada,315,404.96,Land Management (6(A)(ii))
330,2020,New Hampshire,315,8.36,Land Management (6(A)(ii))
331,2020,Ohio,315,2.99,Land Management (6(A)(ii))
332,2020,Oklahoma,315,2918.78,Land Management (6(A)(ii))
333,2020,Oregon,315,12743.61,Land Management (6(A)(ii))
334,2020,Pennsylvania,315,231.68,Land Management (6(A)(ii))
335,2020,South Carolina,315,8364.94,Land Management (6(A)(ii))
336,2020,South Dakota,315,988.57,Land Management (6(A)(ii))
337,2020,Tennessee,315,1873.63,Land Management (6(A)(ii))
338,2020,Texas,315,5848.63,Land Management (6(A)(ii))
339,2020,Utah,315,38715.81,Land Management (6(A)(ii))
340,2020,Virginia,315,345.7,Land Management (6(A)(ii))
341,2020,Wisconsin,315,218.23,Land Management (6(A)(ii))
342,2020,Wyoming,315,237.55,Land Management (6(A)(ii))
343,2021,Arkansas,315,105.57,Land Management (6(A)(ii))
344,2021,Colorado,315,2333.65,Land Management (6(A)(ii))
345,2021,Florida,315,419.47,Land Management (6(A)(ii))
346,2021,Georgia,315,1114.89,Land Management (6(A)(ii))
347,2021,Hawaii,315,4.38,Land Management (6(A)(ii))
348,2021,Idaho,315,23.78,Land Management (6(A)(ii))
349,2021,Illinois,315,39.53,Land Management (6(A)(ii))
350,2021,Indiana,315,83.25,Land Management (6(A)(ii))
351,2021,Iowa,315,2211.66,Land Management (6(A)(ii))
352,2021,Kansas,315,305.51,Land Management (6(A)(ii))
353,2021,Kentucky,315,5589.14,Land Management (6(A)(ii))
354,2021,Louisiana,315,188.97,Land Management (6(A)(ii))
355,2021,Minnesota,315,4701.52,Land Management (6(A)(ii))
356,2021,Mississippi,315,11190.92,Land Management (6(A)(ii))
357,2021,Missouri,315,22386.77,Land Management (6(A)(ii))
358,2021,Montana,315,6177.76,Land Management (6(A)(ii))
359,2021,Nebraska,315,13369.18,Land Management (6(A)(ii))
360,2021,New York,315,39.06,Land Management (6(A)(ii))
361,2021,North Dakota,315,2859.93,Land Management (6(A)(ii))
362,2021,Oklahoma,315,18075.52,Land Management (6(A)(ii))
363,2021,Oregon,315,603.42,Land Management (6(A)(ii))
364,2021,Pennsylvania,315,41.44,Land Management (6(A)(ii))
365,2021,South Dakota,315,15931.29,Land Management (6(A)(ii))
366,2021,Tennessee,315,488.19,Land Management (6(A)(ii))
367,2021,Texas,315,9216.95,Land Management (6(A)(ii))
368,2021,Utah,315,562.33,Land Management (6(A)(ii))
369,2021,Virginia,315,525.86,Land Management (6(A)(ii))
370,2021,Washington,315,168.94,Land Management (6(A)(ii))
371,2021,Wisconsin,315,590.32,Land Management (6(A)(ii))
372,2021,Arizona,315,266.59,Land Management (6(A)(ii))
373,2021,Arkansas,315,605.06,Land Management (6(A)(ii))
374,2021,California,315,63.74,Land Management (6(A)(ii))
375,2021,Colorado,315,8847.0,Land Management (6(A)(ii))
376,2021,Florida,315,6166.92,Land Management (6(A)(ii))
377,2021,Georgia,315,3527.36,Land Management (6(A)(ii))
378,2021,Hawaii,315,125.21,Land Management (6(A)(ii))
379,2021,Idaho,315,13376.3,Land Management (6(A)(ii))
380,2021,Illinois,315,13322.02,Land Management (6(A)(ii))
381,2021,Indiana,315,1260.7,Land Management (6(A)(ii))
382,2021,Iowa,315,6569.42,Land Management (6(A)(ii))
383,2021,Kansas,315,3911.93,Land Management (6(A)(ii))
384,2021,Kentucky,315,39707.94,Land Management (6(A)(ii))
385,2021,Louisiana,315,7230.53,Land Management (6(A)(ii))
386,2021,Michigan,315,1328.52,Land Management (6(A)(ii))
387,2021,Minnesota,315,692.81,Land Management (6(A)(ii))
388,2021,Mississippi,315,27973.19,Land Management (6(A)(ii))
389,2021,Missouri,315,83463.45,Land Management (6(A)(ii))
390,2021,Montana,315,8057.98,Land Management (6(A)(ii))
391,2021,Nebraska,315,10186.72,Land Management (6(A)(ii))
392,2021,Nevada,315,8441.09,Land Management (6(A)(ii))
393,2021,New Hampshire,315,8.36,Land Management (6(A)(ii))
394,2021,New York,315,2861.17,Land Management (6(A)(ii))
395,2021,North Carolina,315,15.44,Land Management (6(A)(ii))
396,2021,North Dakota,315,306.66,Land Management (6(A)(ii))
397,2021,Ohio,315,14.2,Land Management (6(A)(ii))
398,2021,Oklahoma,315,49367.41,Land Management (6(A)(ii))
399,2021,Oregon,315,34430.96,Land Management (6(A)(ii))
400,2021,Pennsylvania,315,928.57,Land Management (6(A)(ii))
401,2021,South Dakota,315,15612.48,Land Management (6(A)(ii))
402,2021,Tennessee,315,8064.13,Land Management (6(A)(ii))
403,2021,Texas,315,9715.46,Land Management (6(A)(ii))
404,2021,Utah,315,19120.91,Land Management (6(A)(ii))
405,2021,Vermont,315,50.52,Land Management (6(A)(ii))
406,2021,Virginia,315,1994.69,Land Management (6(A)(ii))
407,2021,West Virginia,315,5.11,Land Management (6(A)(ii))
408,2021,Wisconsin,315,2168.19,Land Management (6(A)(ii))
409,2022,Colorado,315,95.75,Land Management (6(A)(ii))
410,2022,Florida,315,2.05,Land Management (6(A)(ii))
411,2022,Georgia,315,379.61,Land Management (6(A)(ii))
412,2022,Idaho,315,23.78,Land Management (6(A)(ii))
413,2022,Illinois,315,103.51,Land Management (6(A)(ii))
414,2022,Indiana,315,101.22,Land Management (6(A)(ii))
415,2022,Iowa,315,591.18,Land Management (6(A)(ii))
416,2022,Kansas,315,1300.45,Land Management (6(A)(ii))
417,2022,Kentucky,315,4751.57,Land Management (6(A)(ii))
418,2022,Louisiana,315,1148.26,Land Management (6(A)(ii))
419,2022,Maine,315,20.14,Land Management (6(A)(ii))
420,2022,Minnesota,315,3830.72,Land Management (6(A)(ii))
421,2022,Mississippi,315,116.7,Land Management (6(A)(ii))
422,2022,Missouri,315,1439.02,Land Management (6(A)(ii))
423,2022,Montana,315,2228.84,Land Management (6(A)(ii))
424,2022,Nebraska,315,8519.41,Land Management (6(A)(ii))
425,2022,New York,315,39.06,Land Management (6(A)(ii))
426,2022,North Dakota,315,3234.12,Land Management (6(A)(ii))
427,2022,Oklahoma,315,9630.14,Land Management (6(A)(ii))
428,2022,Oregon,315,299.8,Land Management (6(A)(ii))
429,2022,South Dakota,315,10077.24,Land Management (6(A)(ii))
430,2022,Tennessee,315,153.65,Land Management (6(A)(ii))
431,2022,Texas,315,7905.72,Land Management (6(A)(ii))
432,2022,Virginia,315,102.56,Land Management (6(A)(ii))
433,2022,Washington,315,3636.55,Land Management (6(A)(ii))
434,2022,Wisconsin,315,70.2,Land Management (6(A)(ii))
435,2022,Alabama,315,3913.11,Land Management (6(A)(ii))
436,2022,Arizona,315,855.26,Land Management (6(A)(ii))
437,2022,Arkansas,315,10412.95,Land Management (6(A)(ii))
438,2022,California,315,1547.37,Land Management (6(A)(ii))
439,2022,Colorado,315,294.84,Land Management (6(A)(ii))
440,2022,Florida,315,1087.99,Land Management (6(A)(ii))
441,2022,Georgia,315,21967.1,Land Management (6(A)(ii))
442,2022,Hawaii,315,12.63,Land Management (6(A)(ii))
443,2022,Idaho,315,27576.27,Land Management (6(A)(ii))
444,2022,Illinois,315,3703.13,Land Management (6(A)(ii))
445,2022,Indiana,315,152.63,Land Management (6(A)(ii))
446,2022,Iowa,315,9824.73,Land Management (6(A)(ii))
447,2022,Kansas,315,1095.52,Land Management (6(A)(ii))
448,2022,Kentucky,315,32995.36,Land Management (6(A)(ii))
449,2022,Louisiana,315,12502.96,Land Management (6(A)(ii))
450,2022,Maryland,315,158.75,Land Management (6(A)(ii))
451,2022,Massachusetts,315,253.82,Land Management (6(A)(ii))
